city_development_index,gender,relevent_experience,enrolled_university,education_level,experience,company_type,last_new_job,training_hours,target,company_size_grouped
0.92,Male,Has relevent experience,Full time course,Graduate,6.0,Unknown,1,240,0.0,Unknown
0.949,Male,Has relevent experience,no_enrollment,Graduate,4.0,Funded Startup,4,42,0.0,Medium
0.939,Male,Has relevent experience,no_enrollment,Masters,7.0,Unknown,1,16,1.0,Unknown
0.64,Male,Has relevent experience,no_enrollment,Graduate,21.0,Pvt Ltd,never,40,1.0,Medium
0.92,Male,Has relevent experience,no_enrollment,Graduate,5.0,Funded Startup,2,94,0.0,Medium
0.794,Unknown,No relevent experience,no_enrollment,Graduate,9.0,Pvt Ltd,1,160,0.0,Large
0.878,Male,No relevent experience,Part time course,Graduate,10.0,Early Stage Startup,1,25,0.0,Small
0.516,Male,Has relevent experience,no_enrollment,Graduate,9.0,Early Stage Startup,1,11,0.0,Small
0.878,Unknown,Has relevent experience,no_enrollment,High School,0.0,Pvt Ltd,1,29,0.0,Medium
0.698,Male,Has relevent experience,no_enrollment,Graduate,8.0,Unknown,1,23,0.0,Unknown
0.727,Male,Has relevent experience,no_enrollment,Graduate,10.0,Pvt Ltd,2,113,0.0,Small
0.754,Unknown,Has relevent experience,no_enrollment,Graduate,15.0,Unknown,2,56,0.0,Unknown
0.924,Male,No relevent experience,Full time course,Graduate,2.0,Unknown,1,39,1.0,Unknown
0.92,Unknown,No relevent experience,no_enrollment,Graduate,2.0,Pvt Ltd,1,20,0.0,Large
0.92,Male,Has relevent experience,Full time course,Graduate,21.0,Pvt Ltd,1,40,0.0,Large
0.92,Male,Has relevent experience,no_enrollment,Masters,21.0,Pvt Ltd,>4,56,0.0,Small
0.555,Unknown,No relevent experience,Full time course,Graduate,4.0,Unknown,1,106,0.0,Unknown
0.926,Male,Has relevent experience,Part time course,Graduate,19.0,Pvt Ltd,2,64,0.0,Large
0.754,Male,Has relevent experience,no_enrollment,Graduate,5.0,Pvt Ltd,1,51,0.0,Large
0.855,Female,Has relevent experience,Full time course,Graduate,6.0,Pvt Ltd,2,41,0.0,Large
0.92,Unknown,Has relevent experience,no_enrollment,Graduate,20.0,Pvt Ltd,>4,150,0.0,Medium
0.579,Male,Has relevent experience,no_enrollment,Graduate,4.0,Pvt Ltd,1,320,0.0,Small
0.897,Male,Has relevent experience,no_enrollment,Masters,7.0,Unknown,never,20,0.0,Unknown
0.624,Male,No relevent experience,Full time course,Unknown,4.0,Pvt Ltd,1,9,1.0,Large
0.804,Male,Has relevent experience,Full time course,Graduate,9.0,Pvt Ltd,1,74,0.0,Large
0.624,Male,Has relevent experience,no_enrollment,Masters,3.0,Public Sector,1,129,1.0,Unknown
0.855,Female,Has relevent experience,no_enrollment,Masters,10.0,Unknown,1,42,0.0,Unknown
0.913,Unknown,No relevent experience,no_enrollment,High School,2.0,Pvt Ltd,never,58,0.0,Medium
0.92,Male,No relevent experience,Full time course,High School,3.0,Unknown,1,126,1.0,Unknown
0.92,Unknown,No relevent experience,no_enrollment,High School,4.0,Unknown,1,45,1.0,Unknown
0.923,Male,Has relevent experience,no_enrollment,Graduate,21.0,Pvt Ltd,>4,166,0.0,Small
0.913,Male,Has relevent experience,no_enrollment,Graduate,2.0,Pvt Ltd,1,110,0.0,Medium
0.92,Male,Has relevent experience,Full time course,Graduate,21.0,Unknown,1,37,0.0,Unknown
0.804,Female,Has relevent experience,Part time course,Graduate,2.0,Unknown,1,95,1.0,Unknown
0.92,Male,Has relevent experience,no_enrollment,Graduate,21.0,Unknown,>4,29,1.0,Unknown
0.926,Male,Has relevent experience,no_enrollment,Masters,21.0,Pvt Ltd,>4,31,0.0,Medium
0.743,Male,No relevent experience,Full time course,Masters,11.0,Pvt Ltd,>4,97,0.0,Medium
0.926,Male,No relevent experience,no_enrollment,Primary School,3.0,Unknown,never,16,0.0,Unknown
0.92,Male,No relevent experience,no_enrollment,Primary School,4.0,Unknown,never,14,0.0,Unknown
0.804,Male,Has relevent experience,no_enrollment,Phd,21.0,Pvt Ltd,>4,206,0.0,Medium
0.92,Female,Has relevent experience,no_enrollment,Graduate,2.0,Funded Startup,1,204,0.0,Small
0.92,Male,Has relevent experience,no_enrollment,Masters,18.0,Pvt Ltd,2,116,0.0,Large
0.804,Unknown,Has relevent experience,no_enrollment,Masters,16.0,Pvt Ltd,4,161,0.0,Medium
0.92,Male,Has relevent experience,no_enrollment,Graduate,21.0,Unknown,>4,25,1.0,Unknown
0.92,Unknown,Has relevent experience,no_enrollment,Graduate,18.0,Pvt Ltd,>4,94,0.0,Large
0.92,Unknown,Has relevent experience,no_enrollment,Graduate,15.0,Pvt Ltd,>4,16,0.0,Large
0.698,Male,Has relevent experience,Full time course,Masters,15.0,Unknown,1,100,0.0,Unknown
0.92,Male,Has relevent experience,no_enrollment,Graduate,20.0,Pvt Ltd,never,107,0.0,Large
0.769,Male,Has relevent experience,Part time course,Masters,11.0,Unknown,1,17,0.0,Unknown
0.91,Male,Has relevent experience,no_enrollment,Graduate,10.0,Pvt Ltd,1,140,0.0,Small
0.939,Male,Has relevent experience,no_enrollment,Graduate,3.0,Pvt Ltd,2,75,0.0,Large
0.939,Unknown,Has relevent experience,no_enrollment,High School,6.0,Unknown,1,59,0.0,Unknown
0.899,Unknown,Has relevent experience,no_enrollment,High School,6.0,Unknown,1,146,0.0,Medium
0.865,Unknown,No relevent experience,no_enrollment,Unknown,3.0,Unknown,never,302,0.0,Unknown
0.855,Female,Has relevent experience,no_enrollment,Masters,9.0,Pvt Ltd,2,42,1.0,Medium
0.92,Unknown,Has relevent experience,no_enrollment,Graduate,14.0,Pvt Ltd,1,131,0.0,Unknown
0.698,Unknown,Has relevent experience,Part time course,High School,9.0,Unknown,4,74,0.0,Unknown
0.91,Female,Has relevent experience,no_enrollment,Graduate,7.0,Pvt Ltd,1,22,0.0,Large
0.804,Unknown,No relevent experience,no_enrollment,Graduate,3.0,Unknown,never,53,1.0,Unknown
0.913,Male,Has relevent experience,no_enrollment,Masters,21.0,Pvt Ltd,>4,143,0.0,Large
0.855,Female,Has relevent experience,no_enrollment,Graduate,14.0,Pvt Ltd,2,72,0.0,Medium
0.92,Male,Has relevent experience,no_enrollment,High School,11.0,Pvt Ltd,1,7,0.0,Large
0.897,Male,No relevent experience,Full time course,Graduate,3.0,Early Stage Startup,1,182,0.0,Medium
0.915,Male,Has relevent experience,no_enrollment,Graduate,15.0,Pvt Ltd,4,50,0.0,Medium
0.887,Male,Has relevent experience,no_enrollment,High School,2.0,Public Sector,1,82,0.0,Medium
0.91,Male,Has relevent experience,Unknown,Graduate,2.0,Pvt Ltd,1,58,0.0,Large
0.924,Unknown,Has relevent experience,no_enrollment,Graduate,9.0,Pvt Ltd,1,94,0.0,Small
0.624,Male,Has relevent experience,no_enrollment,Graduate,4.0,Unknown,2,60,1.0,Small
0.802,Male,Has relevent experience,Full time course,Masters,5.0,Pvt Ltd,4,124,0.0,Medium
0.6890000000000001,Unknown,No relevent experience,no_enrollment,Primary School,2.0,Unknown,2,46,0.0,Unknown
0.698,Male,No relevent experience,Full time course,Masters,3.0,NGO,2,57,1.0,Unknown
0.92,Female,Has relevent experience,no_enrollment,Graduate,9.0,Pvt Ltd,1,17,0.0,Medium
0.92,Unknown,Has relevent experience,no_enrollment,Graduate,14.0,Pvt Ltd,>4,101,0.0,Large
0.698,Male,No relevent experience,no_enrollment,Primary School,3.0,Pvt Ltd,never,31,0.0,Unknown
0.897,Male,Has relevent experience,no_enrollment,Graduate,21.0,Unknown,1,36,0.0,Unknown
0.893,Male,Has relevent experience,Part time course,Graduate,15.0,Unknown,4,198,0.0,Unknown
0.91,Male,No relevent experience,no_enrollment,Masters,5.0,Pvt Ltd,never,31,0.0,Large
0.55,Unknown,Has relevent experience,Unknown,Masters,9.0,Pvt Ltd,1,12,0.0,Medium
0.92,Male,Has relevent experience,no_enrollment,Graduate,21.0,Funded Startup,1,31,0.0,Medium
0.92,Male,Has relevent experience,no_enrollment,Graduate,20.0,Unknown,>4,26,1.0,Unknown
0.92,Male,Has relevent experience,no_enrollment,Graduate,6.0,Pvt Ltd,1,55,0.0,Medium
0.624,Male,Has relevent experience,no_enrollment,Graduate,11.0,Unknown,>4,8,1.0,Unknown
0.91,Male,Has relevent experience,no_enrollment,High School,21.0,Pvt Ltd,>4,38,0.0,Medium
0.899,Male,Has relevent experience,no_enrollment,Graduate,16.0,Unknown,2,8,0.0,Unknown
0.878,Male,Has relevent experience,no_enrollment,Masters,21.0,Pvt Ltd,3,32,1.0,Large
0.7759999999999999,Male,Has relevent experience,Part time course,Graduate,18.0,Funded Startup,>4,51,0.0,Medium
0.804,Male,Has relevent experience,Full time course,Graduate,9.0,Pvt Ltd,2,22,0.0,Large
0.926,Male,Has relevent experience,Full time course,High School,7.0,Unknown,1,17,0.0,Unknown
0.91,Male,No relevent experience,Unknown,Unknown,3.0,Unknown,never,24,0.0,Unknown
0.899,Male,Has relevent experience,no_enrollment,Graduate,5.0,Funded Startup,1,19,0.0,Small
0.624,Male,Has relevent experience,Full time course,Masters,9.0,Pvt Ltd,2,46,1.0,Medium
0.91,Female,Has relevent experience,no_enrollment,Graduate,13.0,Pvt Ltd,>4,15,0.0,Medium
0.92,Male,Has relevent experience,no_enrollment,Masters,21.0,Unknown,>4,23,1.0,Unknown
0.893,Male,Has relevent experience,no_enrollment,Graduate,21.0,Pvt Ltd,>4,38,0.0,Medium
0.624,Unknown,No relevent experience,Full time course,Masters,4.0,Unknown,never,46,1.0,Unknown
0.804,Unknown,No relevent experience,Full time course,Graduate,0.0,Unknown,never,214,0.0,Unknown
0.92,Male,Has relevent experience,no_enrollment,Graduate,21.0,Public Sector,>4,52,0.0,Large
0.92,Female,No relevent experience,no_enrollment,Graduate,0.0,Unknown,never,22,1.0,Unknown
0.926,Male,Has relevent experience,no_enrollment,Masters,15.0,Pvt Ltd,2,65,0.0,Medium
0.92,Unknown,Has relevent experience,Full time course,Graduate,14.0,Pvt Ltd,1,64,0.0,Medium
0.92,Male,Has relevent experience,no_enrollment,Graduate,7.0,Pvt Ltd,4,86,0.0,Large
0.887,Male,No relevent experience,Full time course,Graduate,4.0,Unknown,1,52,1.0,Unknown
0.897,Unknown,Has relevent experience,no_enrollment,Masters,14.0,Unknown,>4,21,0.0,Unknown
0.926,Male,No relevent experience,no_enrollment,Graduate,3.0,Public Sector,1,86,0.0,Large
0.897,Male,No relevent experience,Full time course,Masters,5.0,Unknown,4,288,1.0,Unknown
0.91,Male,Has relevent experience,no_enrollment,Masters,21.0,Pvt Ltd,>4,53,0.0,Medium
0.939,Male,Has relevent experience,no_enrollment,Graduate,17.0,Unknown,1,60,0.0,Medium
0.91,Male,Has relevent experience,no_enrollment,Masters,18.0,Unknown,>4,178,0.0,Unknown
0.939,Male,Has relevent experience,no_enrollment,Phd,21.0,Pvt Ltd,2,166,0.0,Medium
0.924,Male,Has relevent experience,no_enrollment,Phd,21.0,Unknown,1,62,0.0,Unknown
0.624,Male,Has relevent experience,Full time course,Graduate,7.0,Unknown,1,35,0.0,Large
0.92,Male,Has relevent experience,no_enrollment,Graduate,17.0,Pvt Ltd,>4,106,0.0,Medium
0.836,Male,No relevent experience,no_enrollment,Graduate,6.0,Pvt Ltd,never,58,0.0,Small
0.698,Male,Has relevent experience,Full time course,Masters,9.0,Unknown,never,44,1.0,Unknown
0.91,Male,Has relevent experience,Unknown,Masters,6.0,Funded Startup,1,72,0.0,Medium
0.92,Unknown,Has relevent experience,no_enrollment,High School,18.0,Pvt Ltd,1,80,0.0,Large
0.939,Male,Has relevent experience,no_enrollment,Masters,16.0,NGO,2,166,0.0,Large
0.895,Unknown,Has relevent experience,no_enrollment,Masters,21.0,Pvt Ltd,1,25,0.0,Medium
0.92,Male,Has relevent experience,no_enrollment,Graduate,21.0,Pvt Ltd,never,109,0.0,Large
0.884,Male,Has relevent experience,no_enrollment,Graduate,1.0,Early Stage Startup,1,37,0.0,Small
0.55,Unknown,No relevent experience,Full time course,Graduate,4.0,Unknown,never,55,1.0,Unknown
0.92,Male,No relevent experience,Unknown,Unknown,3.0,Unknown,never,32,0.0,Unknown
0.89,Male,No relevent experience,no_enrollment,Graduate,9.0,Pvt Ltd,3,51,0.0,Medium
0.92,Male,Has relevent experience,no_enrollment,Graduate,16.0,Funded Startup,1,84,0.0,Medium
0.926,Male,Has relevent experience,no_enrollment,Graduate,21.0,NGO,1,72,0.0,Large
0.887,Male,Has relevent experience,no_enrollment,High School,21.0,Pvt Ltd,1,47,0.0,Medium
0.855,Male,No relevent experience,Full time course,Graduate,12.0,Unknown,4,47,0.0,Unknown
0.754,Male,Has relevent experience,Unknown,High School,6.0,Funded Startup,2,20,0.0,Small
0.624,Male,Has relevent experience,no_enrollment,Graduate,8.0,Unknown,1,198,1.0,Unknown
0.92,Male,No relevent experience,no_enrollment,Graduate,2.0,Public Sector,1,64,0.0,Large
0.8959999999999999,Male,Has relevent experience,no_enrollment,Masters,15.0,Pvt Ltd,>4,23,1.0,Large
0.884,Male,No relevent experience,Full time course,Masters,14.0,Public Sector,3,96,0.0,Medium
0.624,Male,No relevent experience,no_enrollment,High School,2.0,Pvt Ltd,never,306,0.0,Unknown
0.754,Male,Has relevent experience,no_enrollment,Graduate,9.0,NGO,1,8,0.0,Small
0.762,Male,Has relevent experience,no_enrollment,Graduate,21.0,Pvt Ltd,1,48,0.0,Medium
0.624,Male,Has relevent experience,no_enrollment,Graduate,8.0,Pvt Ltd,1,98,1.0,Small
0.926,Unknown,No relevent experience,no_enrollment,Phd,7.0,NGO,never,46,0.0,Large
0.92,Male,No relevent experience,Full time course,Graduate,1.0,Unknown,1,53,1.0,Unknown
0.92,Male,Has relevent experience,no_enrollment,Graduate,21.0,Pvt Ltd,1,102,0.0,Small
0.92,Unknown,No relevent experience,Full time course,Graduate,4.0,Unknown,1,76,0.0,Unknown
0.92,Male,No relevent experience,no_enrollment,Primary School,1.0,Unknown,never,43,0.0,Unknown
0.92,Male,No relevent experience,no_enrollment,Graduate,21.0,Pvt Ltd,>4,32,0.0,Medium
0.855,Unknown,Has relevent experience,no_enrollment,Graduate,5.0,Unknown,1,54,0.0,Unknown
0.767,Unknown,Has relevent experience,Full time course,Masters,8.0,Pvt Ltd,1,7,0.0,Small
0.884,Female,Has relevent experience,no_enrollment,Masters,3.0,Unknown,2,322,1.0,Unknown
0.847,Unknown,Has relevent experience,no_enrollment,Unknown,21.0,Unknown,never,96,0.0,Large
0.92,Female,Has relevent experience,Full time course,Graduate,4.0,Pvt Ltd,1,7,0.0,Large
0.91,Male,Has relevent experience,no_enrollment,Graduate,16.0,Pvt Ltd,1,53,0.0,Small
0.855,Male,Has relevent experience,no_enrollment,Graduate,10.0,Funded Startup,1,161,0.0,Small
0.897,Male,No relevent experience,no_enrollment,Masters,8.0,Pvt Ltd,1,11,0.0,Small
0.8270000000000001,Unknown,Has relevent experience,no_enrollment,Graduate,9.0,Public Sector,2,6,0.0,Medium
0.624,Male,No relevent experience,Full time course,Graduate,1.0,Unknown,1,72,1.0,Medium
0.794,Female,Has relevent experience,no_enrollment,Masters,6.0,Pvt Ltd,1,182,0.0,Medium
0.939,Male,Has relevent experience,no_enrollment,Graduate,21.0,Pvt Ltd,>4,67,0.0,Large
0.527,Female,No relevent experience,no_enrollment,Graduate,1.0,Unknown,1,50,0.0,Unknown
0.884,Female,No relevent experience,Part time course,Graduate,5.0,Pvt Ltd,1,16,0.0,Medium
0.91,Male,Has relevent experience,no_enrollment,Graduate,21.0,Pvt Ltd,>4,38,0.0,Large
0.92,Other,Has relevent experience,no_enrollment,Graduate,5.0,Early Stage Startup,1,98,0.0,Small
0.698,Male,No relevent experience,Part time course,Graduate,4.0,Unknown,2,7,1.0,Unknown
0.92,Male,No relevent experience,Full time course,Graduate,2.0,Unknown,1,88,0.0,Unknown
0.884,Male,Has relevent experience,no_enrollment,Masters,4.0,Pvt Ltd,2,112,0.0,Medium
0.7659999999999999,Other,Has relevent experience,Full time course,Graduate,15.0,Unknown,never,30,1.0,Large
0.738,Unknown,Has relevent experience,no_enrollment,Graduate,9.0,Funded Startup,1,9,0.0,Medium
0.855,Other,No relevent experience,Full time course,High School,4.0,Pvt Ltd,1,36,0.0,Large
0.91,Male,Has relevent experience,no_enrollment,Graduate,19.0,Pvt Ltd,4,24,0.0,Medium
0.92,Male,Has relevent experience,no_enrollment,Masters,2.0,NGO,1,28,0.0,Large
0.878,Male,Has relevent experience,Part time course,Graduate,10.0,Public Sector,1,166,0.0,Medium
0.624,Male,Has relevent experience,Full time course,Masters,10.0,Pvt Ltd,2,61,1.0,Medium
0.762,Male,Has relevent experience,no_enrollment,Graduate,21.0,Public Sector,3,24,0.0,Medium
0.91,Male,No relevent experience,Full time course,Graduate,10.0,Unknown,1,8,1.0,Unknown
0.903,Male,Has relevent experience,no_enrollment,Graduate,9.0,Unknown,1,133,0.0,Unknown
0.855,Male,Has relevent experience,no_enrollment,Graduate,14.0,Unknown,>4,143,0.0,Unknown
0.878,Male,Has relevent experience,no_enrollment,Graduate,21.0,Pvt Ltd,>4,29,0.0,Small
0.92,Unknown,Has relevent experience,no_enrollment,Graduate,7.0,Pvt Ltd,1,53,0.0,Large
0.92,Male,Has relevent experience,no_enrollment,Graduate,9.0,Public Sector,>4,11,1.0,Large
0.624,Male,Has relevent experience,no_enrollment,Graduate,4.0,Unknown,1,7,0.0,Medium
0.762,Male,Has relevent experience,no_enrollment,Graduate,8.0,Pvt Ltd,>4,87,0.0,Medium
0.92,Male,Has relevent experience,no_enrollment,Graduate,8.0,Funded Startup,1,18,0.0,Small
0.8270000000000001,Male,Has relevent experience,no_enrollment,Graduate,9.0,Pvt Ltd,1,76,1.0,Large
0.624,Male,Has relevent experience,no_enrollment,Graduate,6.0,Pvt Ltd,1,114,0.0,Large
0.92,Unknown,No relevent experience,Full time course,High School,5.0,Unknown,never,56,0.0,Unknown
0.91,Male,Has relevent experience,no_enrollment,Graduate,7.0,Unknown,>4,30,0.0,Medium
0.923,Male,Has relevent experience,no_enrollment,Graduate,21.0,Pvt Ltd,>4,80,0.0,Large
0.7759999999999999,Male,Has relevent experience,Full time course,Graduate,14.0,Pvt Ltd,never,52,0.0,Large
0.624,Female,Has relevent experience,no_enrollment,Graduate,0.0,Pvt Ltd,1,13,0.0,Medium
0.767,Unknown,Has relevent experience,no_enrollment,Graduate,4.0,Public Sector,never,42,0.0,Medium
0.767,Unknown,Has relevent experience,Part time course,Masters,6.0,Pvt Ltd,1,56,1.0,Medium
0.624,Male,No relevent experience,no_enrollment,Primary School,2.0,Unknown,never,12,1.0,Unknown
0.836,Male,Has relevent experience,no_enrollment,Masters,2.0,Pvt Ltd,1,36,0.0,Medium
0.926,Male,Has relevent experience,no_enrollment,Masters,21.0,Pvt Ltd,>4,67,0.0,Large
0.624,Unknown,Has relevent experience,no_enrollment,Graduate,8.0,Pvt Ltd,1,13,1.0,Medium
0.92,Male,Has relevent experience,no_enrollment,Graduate,9.0,Pvt Ltd,1,100,0.0,Unknown
0.91,Male,Has relevent experience,no_enrollment,Phd,15.0,Pvt Ltd,1,58,0.0,Large
0.624,Male,Has relevent experience,no_enrollment,Graduate,7.0,Pvt Ltd,1,18,1.0,Medium
0.624,Unknown,Has relevent experience,no_enrollment,Masters,2.0,Pvt Ltd,2,90,1.0,Large
0.64,Unknown,No relevent experience,no_enrollment,Masters,6.0,Unknown,1,59,0.0,Large
0.804,Unknown,Has relevent experience,no_enrollment,Masters,2.0,Pvt Ltd,2,35,0.0,Large
0.802,Male,Has relevent experience,Full time course,Graduate,0.0,Pvt Ltd,2,11,0.0,Large
0.624,Male,Has relevent experience,no_enrollment,Graduate,4.0,Unknown,2,15,1.0,Unknown
0.92,Male,Has relevent experience,no_enrollment,Graduate,10.0,Pvt Ltd,>4,206,0.0,Medium
0.647,Unknown,Has relevent experience,no_enrollment,Masters,9.0,Pvt Ltd,1,130,0.0,Medium
0.92,Unknown,No relevent experience,Unknown,Unknown,1.0,Unknown,never,30,0.0,Unknown
0.939,Male,Has relevent experience,no_enrollment,Masters,21.0,Pvt Ltd,>4,88,0.0,Large
0.624,Unknown,No relevent experience,no_enrollment,Masters,0.0,Pvt Ltd,1,18,0.0,Large
0.624,Unknown,Has relevent experience,no_enrollment,Graduate,8.0,Pvt Ltd,1,41,0.0,Small
0.926,Male,Has relevent experience,Part time course,Masters,14.0,Pvt Ltd,2,16,0.0,Large
0.924,Male,Has relevent experience,no_enrollment,Graduate,21.0,Pvt Ltd,>4,95,0.0,Large
0.624,Male,No relevent experience,no_enrollment,Graduate,6.0,Public Sector,1,53,0.0,Unknown
0.92,Male,Has relevent experience,no_enrollment,Graduate,21.0,Unknown,>4,220,1.0,Unknown
0.855,Unknown,Has relevent experience,no_enrollment,Masters,21.0,Pvt Ltd,2,21,0.0,Medium
0.795,Male,Has relevent experience,no_enrollment,Masters,21.0,Public Sector,>4,94,0.0,Medium
0.92,Male,Has relevent experience,no_enrollment,Graduate,17.0,Pvt Ltd,3,20,0.0,Small
0.5579999999999999,Male,No relevent experience,no_enrollment,Graduate,8.0,Unknown,never,47,1.0,Unknown
0.92,Male,Has relevent experience,no_enrollment,Graduate,21.0,Unknown,2,60,0.0,Unknown
0.624,Male,Has relevent experience,no_enrollment,Graduate,6.0,Pvt Ltd,4,78,1.0,Large
0.92,Unknown,No relevent experience,no_enrollment,Graduate,4.0,Public Sector,1,5,0.0,Large
0.794,Male,Has relevent experience,no_enrollment,Unknown,6.0,Unknown,1,20,0.0,Medium
0.939,Male,Has relevent experience,no_enrollment,Graduate,21.0,Pvt Ltd,3,2,0.0,Large
0.794,Female,Has relevent experience,Full time course,Graduate,9.0,Pvt Ltd,>4,206,0.0,Medium
0.855,Male,No relevent experience,no_enrollment,High School,12.0,Unknown,1,90,0.0,Unknown
0.682,Male,Has relevent experience,no_enrollment,Graduate,12.0,Pvt Ltd,3,25,0.0,Medium
0.624,Male,Has relevent experience,Full time course,Graduate,5.0,Pvt Ltd,1,8,1.0,Small
